ID,Name,Age,Gender,Department,Salary,Joining Date,Performance Score,Experience,Status,Location,Bonus,Normalized Salary,Experience Level,Age Group,Salary Rank,Year Joined,Monthly Salary,Employee ID,Projects,Team Lead,Salary Increase %,,,,,,
872,ANTHONY FERGUSON,41,MALE,SALES,7556,02-03-2023,2.9,16,ACTIVE,NEW YORK,755.6,0.694534971,SENIOR,MIDDLE-AGED,69,2023,629.6666667,872,Project C,unknown,27.18800925,,,,,,
305,MARK THOMAS,55,MALE,SALES,7545,10-30-2017,2.9,11,RETIRED,NEW YORK,754.5,0.693156179,SENIOR,MIDDLE-AGED,70,2017,628.75,305,Project D,unknown,27.00284936,,,,,,
208,DAWN FLOWERS,24,FEMALE,IT,7539,02-05-2021,2.9,5,ACTIVE,LOS ANGELES,753.9,0.692404111,MID,YOUNG,72,2021,628.25,208,Project A,Ayush,29.65652607,,,,,,
387,OMAR MARTINEZ,32,MALE,IT,7537,5-30-2018,2.9,10,ACTIVE,NEW YORK,753.7,0.692153422,SENIOR,MIDDLE-AGED,73,2018,628.0833333,387,Project C,Ayush,29.62212986,,,,,,
859,KATELYN JACOBSON,41,OTHER,SALES,7503,8-30-2018,2.9,6,ACTIVE,NEW YORK,750.3,0.687891702,MID,MIDDLE-AGED,72,2018,625.25,859,Project C,unknown,26.29587525,,,,,,
800,ANN MCDONALD,52,FEMALE,HR,7496,5-27-2019,3,6,ACTIVE,LOS ANGELES,749.6,0.687014289,MID,MIDDLE-AGED,60,2019,624.6666667,800,Project B,Prajwal,25.15234995,,,,,,
900,RICHARD PEARSON,52,OTHER,IT,7473,4-24-2023,2,10,ACTIVE,REMOTE,747.3,0.684131361,SENIOR,MIDDLE-AGED,75,2023,622.75,900,Project C,Ayush,28.52145103,,,,,,
498,LORI THOMAS,52,MALE,IT,7471,3-14-2023,2.9,9,RETIRED,NEW YORK,747.1,0.683880672,SENIOR,MIDDLE-AGED,76,2023,622.5833333,498,Project B,Ayush,28.48705482,,,,,,
109,MRS. ROBIN MCCARTHY PHD,51,MALE,HR,7457,4-24-2019,2.9,15,ACTIVE,LOS ANGELES,745.7,0.682125846,SENIOR,MIDDLE-AGED,62,2019,621.4166667,109,Project A,Prajwal,24.50121045,,,,,,
561,KIMBERLY DAVIS,52,FEMALE,HR,7404,01-06-2024,4,15,RETIRED,NEW YORK,740.4,0.675482577,SENIOR,MIDDLE-AGED,63,2024,617,561,Project B,Prajwal,23.61632858,,,,,,
502,CHRISTINA HAYES,32,MALE,SALES,7401,7-28-2020,2.9,8,ACTIVE,LOS ANGELES,740.1,0.675106543,SENIOR,MIDDLE-AGED,75,2020,616.75,502,Project D,unknown,24.57893812,,,,,,
414,JACOB KELLEY,41,OTHER,HR,7380,10-25-2023,2.9,13,ACTIVE,LOS ANGELES,738,0.672474304,SENIOR,MIDDLE-AGED,64,2023,615,414,Project B,Prajwal,23.21562735,,,,,,
1000,SHAWN SCOTT,45,MALE,IT,7364,7-31-2022,2,4,ACTIVE,REMOTE,736.4,0.670468789,MID,MIDDLE-AGED,78,2022,613.6666667,1000,Project D,Ayush,26.64685741,,,,,,
814,DR. PAMELA KEY,27,FEMALE,SALES,7359,09-06-2018,2.9,7,ACTIVE,NEW YORK,735.9,0.669842066,MID,YOUNG,76,2018,613.25,814,Project B,unknown,23.87196401,,,,,,
512,ELLEN WRIGHT,56,MALE,HR,7339,01-06-2023,2.9,2,ACTIVE,NEW YORK,733.9,0.667335172,JUNIOR,MIDDLE-AGED,67,2023,611.5833333,512,Project D,Prajwal,22.53109608,,,,,,
724,KEITH JOHNSON,49,MALE,IT,7298,9-21-2020,2.9,18,RETIRED,LOS ANGELES,729.8,0.662196039,SENIOR,MIDDLE-AGED,80,2020,608.1666667,724,Project B,Ayush,25.51178237,,,,,,
110,CATHERINE RAY,58,FEMALE,SALES,7263,12-10-2017,2.9,20,ACTIVE,NEW YORK,726.3,0.657808975,SENIOR,MIDDLE-AGED,79,2017,605.25,110,Project C,unknown,22.25602319,,,,,,
20,VICTORIA FOX,57,FEMALE,HR,7251,06-07-2023,2.9,10,ACTIVE,LOS ANGELES,725.1,0.656304838,SENIOR,MIDDLE-AGED,69,2023,604.25,20,Project B,Prajwal,21.06185825,,,,,,
383,KELLY NORTON,30,FEMALE,IT,7241,12-18-2014,4,2,RETIRED,NEW YORK,724.1,0.655051391,JUNIOR,MIDDLE-AGED,82,2014,603.4166667,383,Project D,Ayush,24.53149029,,,,,,
830,KIMBERLY MORRIS,50,FEMALE,SALES,7236,2-17-2024,2.9,12,RETIRED,NEW YORK,723.6,0.654424668,SENIOR,MIDDLE-AGED,80,2024,603,830,Project D,unknown,21.80153983,,,,,,
549,MORGAN THOMPSON,32,OTHER,HR,7206,01-11-2018,2.9,9,RETIRED,NEW YORK,720.6,0.650664327,SENIOR,MIDDLE-AGED,70,2018,600.5,549,Project B,Prajwal,20.31054345,,,,,,
120,HEIDI FRANKLIN,22,MALE,HR,7187,1-26-2024,2.9,2,ACTIVE,NEW YORK,718.7,0.648282778,JUNIOR,YOUNG,73,2024,598.9166667,120,Project A,Prajwal,19.99332165,,,,,,
568,COURTNEY LUCAS,20,OTHER,SALES,7155,11-17-2015,2.9,2,RETIRED,LOS ANGELES,715.5,0.644271747,JUNIOR,YOUNG,81,2015,596.25,568,Project B,unknown,20.43808975,,,,,,
367,MISS BARBARA SHORT,50,FEMALE,SALES,7153,08-07-2024,2.9,2,RETIRED,NEW YORK,715.3,0.644021058,JUNIOR,MIDDLE-AGED,82,2024,596.0833333,367,Project D,unknown,20.40442432,,,,,,
713,HOWARD KEY,47,MALE,HR,7123,04-04-2019,2.9,11,ACTIVE,NEW YORK,712.3,0.640260717,SENIOR,MIDDLE-AGED,75,2019,593.5833333,713,Project C,Prajwal,18.92478504,,,,,,
429,VICKI CARTER,29,OTHER,SALES,7080,09-12-2015,4,4,RETIRED,NEW YORK,708,0.634870895,MID,YOUNG,84,2015,590,429,Project B,unknown,19.17563598,,,,,,
221,STEVEN SALINAS,48,FEMALE,HR,7067,11-23-2023,2.9,8,RETIRED,LOS ANGELES,706.7,0.633241414,SENIOR,MIDDLE-AGED,76,2023,588.9166667,221,Project C,Prajwal,17.98981551,,,,,,
322,JERRY SMITH,39,MALE,SALES,7014,04-03-2018,2.9,7,RETIRED,NEW YORK,701.4,0.626598145,MID,MIDDLE-AGED,85,2018,584.5,322,Project A,unknown,18.06467667,,,,,,
530,KATIE VEGA,40,FEMALE,HR,7002,08-06-2019,2,20,ACTIVE,REMOTE,700.2,0.625094009,SENIOR,MIDDLE-AGED,77,2019,583.5,530,Project C,Prajwal,16.90458302,,,,,,
466,JEREMY PEREZ,21,MALE,IT,6980,3-14-2018,2.9,2,ACTIVE,LOS ANGELES,698,0.622336425,JUNIOR,YOUNG,84,2018,581.6666667,466,Project D,Ayush,20.04278445,,,,,,
723,JILL BUCHANAN,57,MALE,HR,6974,8-13-2024,4,6,ACTIVE,LOS ANGELES,697.4,0.621584357,MID,MIDDLE-AGED,78,2024,581.1666667,723,Project A,Prajwal,16.43709826,,,,,,
213,TYLER CARROLL,54,FEMALE,IT,6942,02-02-2021,3,5,RETIRED,NEW YORK,694.2,0.617573327,MID,MIDDLE-AGED,85,2021,578.5,213,Project C,Ayush,19.3892564,,,,,,
529,ANNE ROBERTS,44,MALE,SALES,6936,11-20-2016,2,2,ACTIVE,REMOTE,693.6,0.616821258,JUNIOR,MIDDLE-AGED,86,2016,578,529,Project A,unknown,16.75172474,,,,,,
68,DENISE SMITH,27,MALE,HR,6921,10-31-2024,2,3,ACTIVE,REMOTE,692.1,0.614941088,MID,YOUNG,79,2024,576.75,68,Project A,Prajwal,15.55221638,,,,,,
644,REBECCA AVERY,40,FEMALE,HR,6918,02-03-2019,5,2,ACTIVE,LOS ANGELES,691.8,0.614565054,JUNIOR,MIDDLE-AGED,80,2019,576.5,644,Project D,Prajwal,15.50212873,,,,,,
719,AMY MILLER,27,OTHER,HR,6899,09-04-2017,5,3,RETIRED,NEW YORK,689.9,0.612183505,MID,YOUNG,82,2017,574.9166667,719,Project C,Prajwal,15.18490692,,,,,,
855,AMY HEATH,54,MALE,SALES,6897,01-02-2021,2,20,ACTIVE,REMOTE,689.7,0.611932815,SENIOR,MIDDLE-AGED,87,2021,574.75,855,Project D,unknown,16.09524878,,,,,,
666,JOHN ADKINS,43,OTHER,SALES,6853,8-28-2017,2.9,10,RETIRED,NEW YORK,685.3,0.606417649,SENIOR,MIDDLE-AGED,88,2017,571.0833333,666,Project A,unknown,15.35460924,,,,,,
88,LORI BOWEN,28,FEMALE,SALES,6839,01-07-2023,2.9,4,ACTIVE,LOS ANGELES,683.9,0.604662823,MID,YOUNG,89,2023,569.9166667,88,Project A,unknown,15.1189512,,,,,,
331,JUAN DEAN,39,MALE,HR,6830,6-28-2015,4,20,RETIRED,NEW YORK,683,0.60353472,SENIOR,MIDDLE-AGED,84,2015,569.1666667,331,Project B,Prajwal,14.03289089,,,,,,
7,DAVID OLSON,39,FEMALE,SALES,6826,05-11-2023,2.9,4,ACTIVE,NEW YORK,682.6,0.603033342,MID,MIDDLE-AGED,90,2023,568.8333333,7,Project B,unknown,14.90012588,,,,,,
816,PHILIP HENDERSON,31,OTHER,HR,6825,06-04-2023,2,12,ACTIVE,REMOTE,682.5,0.602907997,SENIOR,MIDDLE-AGED,86,2023,568.75,816,Project C,Prajwal,13.94941147,,,,,,
99,KATHLEEN THOMAS,20,OTHER,IT,6768,9-15-2018,2.9,2,RETIRED,LOS ANGELES,676.8,0.595763349,JUNIOR,YOUNG,89,2018,564,99,Project C,Ayush,16.39678584,,,,,,
853,ROBERT WILLIAMS,60,MALE,IT,6762,7-22-2017,3,2,RETIRED,NEW YORK,676.2,0.595011281,JUNIOR,SENIOR,90,2017,563.5,853,Project B,Ayush,16.2935972,,,,,,
431,JAMES MELTON,46,OTHER,SALES,6746,7-31-2019,5,16,RETIRED,LOS ANGELES,674.6,0.593005766,SENIOR,MIDDLE-AGED,91,2019,562.1666667,431,Project B,unknown,13.55350852,,,,,,
103,JAMES SAUNDERS,34,OTHER,IT,6742,9-16-2019,2.9,8,ACTIVE,LOS ANGELES,674.2,0.592504387,SENIOR,MIDDLE-AGED,91,2019,561.8333333,103,Project D,Ayush,15.94963507,,,,,,
471,STEPHANIE JACKSON,44,OTHER,IT,6741,6-19-2015,2.9,10,ACTIVE,LOS ANGELES,674.1,0.592379042,SENIOR,MIDDLE-AGED,92,2015,561.75,471,Project A,Ayush,15.93243696,,,,,,
177,SHERRI HESS,37,FEMALE,SALES,6706,5-29-2021,3,9,RETIRED,LOS ANGELES,670.6,0.587991978,SENIOR,MIDDLE-AGED,93,2021,558.8333333,177,Project A,unknown,12.88019985,,,,,,
875,KATHERINE WONG,34,OTHER,HR,6706,10-15-2018,2.9,13,ACTIVE,LOS ANGELES,670.6,0.587991978,SENIOR,MIDDLE-AGED,87,2018,558.8333333,875,Project D,Prajwal,11.96260122,,,,,,
410,BRUCE ANDERSON,51,MALE,HR,6689,5-21-2023,3,18,RETIRED,LOS ANGELES,668.9,0.585861118,SENIOR,MIDDLE-AGED,88,2023,557.4166667,410,Project D,Prajwal,11.67877118,,,,,,
519,KYLE STRONG,46,FEMALE,HR,6688,05-06-2019,2.9,16,ACTIVE,NEW YORK,668.8,0.585735773,SENIOR,MIDDLE-AGED,89,2019,557.3333333,519,Project C,Prajwal,11.6620753,,,,,,
620,JASON DAVIS,31,FEMALE,IT,6675,10-21-2017,2.9,9,ACTIVE,NEW YORK,667.5,0.584106292,SENIOR,MIDDLE-AGED,93,2017,556.25,620,Project A,Ayush,14.79736192,,,,,,
849,FRANK GOMEZ,55,FEMALE,SALES,6659,06-07-2021,2,18,RETIRED,REMOTE,665.9,0.582100777,SENIOR,MIDDLE-AGED,94,2021,554.9166667,849,Project C,unknown,12.08906215,,,,,,
43,APRIL PONCE,27,FEMALE,SALES,6655,10-22-2021,2.9,2,RETIRED,LOS ANGELES,665.5,0.581599398,JUNIOR,YOUNG,95,2021,554.5833333,43,Project A,unknown,12.02173128,,,,,,
364,LINDA WALL,49,OTHER,HR,6590,03-09-2023,2.9,15,ACTIVE,LOS ANGELES,659,0.573451993,SENIOR,MIDDLE-AGED,91,2023,549.1666667,364,Project B,Prajwal,10.02587862,,,,,,
686,JILLIAN RAMOS,27,OTHER,HR,6589,10-16-2016,2.9,3,RETIRED,NEW YORK,658.9,0.573326648,MID,YOUNG,92,2016,549.0833333,686,Project B,Prajwal,10.00918274,,,,,,
17,JONATHAN PEREZ,59,MALE,HR,6586,2-19-2019,3,7,RETIRED,LOS ANGELES,658.6,0.572950614,MID,MIDDLE-AGED,93,2019,548.8333333,17,Project B,Prajwal,9.959095083,,,,,,
918,ERIN WALKER,45,FEMALE,HR,6585,2-18-2016,2.9,9,RETIRED,LOS ANGELES,658.5,0.572825269,SENIOR,MIDDLE-AGED,94,2016,548.75,918,Project C,Prajwal,9.942399199,,,,,,
53,STEVE SALINAS,42,OTHER,SALES,6567,3-26-2022,2,19,RETIRED,REMOTE,656.7,0.570569065,SENIOR,MIDDLE-AGED,98,2022,547.25,53,Project B,unknown,10.54045219,,,,,,
197,JOSHUA BOOKER,22,MALE,HR,6539,07-12-2022,2.9,2,ACTIVE,LOS ANGELES,653.9,0.567059413,JUNIOR,YOUNG,95,2022,544.9166667,197,Project D,Prajwal,9.174388513,,,,,,
911,KIMBERLY MOSES,49,FEMALE,IT,6502,5-28-2022,3,2,ACTIVE,LOS ANGELES,650.2,0.56242166,JUNIOR,MIDDLE-AGED,95,2022,541.8333333,911,Project A,Ayush,11.82208947,,,,,,
335,MELISSA FISHER,56,MALE,HR,6496,10-20-2018,2,11,ACTIVE,REMOTE,649.6,0.561669591,SENIOR,MIDDLE-AGED,96,2018,541.3333333,335,Project C,Prajwal,8.456465481,,,,,,
543,MICHAEL PARKER,37,OTHER,HR,6468,11-17-2018,2.9,13,RETIRED,LOS ANGELES,646.8,0.55815994,SENIOR,MIDDLE-AGED,97,2018,539,543,Project A,Prajwal,7.988980716,,,,,,
148,MR. BRANDON GONZALES,37,FEMALE,SALES,6429,9-23-2023,2,10,RETIRED,REMOTE,642.9,0.553271497,SENIOR,MIDDLE-AGED,101,2023,535.75,148,Project B,unknown,8.217537252,,,,,,
144,DANA POTTER,46,MALE,IT,6368,04-07-2024,2.9,2,RETIRED,NEW YORK,636.8,0.54562547,JUNIOR,MIDDLE-AGED,96,2024,530.6666667,144,Project C,Ayush,9.517543178,,,,,,
642,BRIANNA PHELPS,37,MALE,SALES,6354,12-03-2021,2.9,9,ACTIVE,LOS ANGELES,635.4,0.543870644,SENIOR,MIDDLE-AGED,102,2021,529.5,642,Project A,unknown,6.955083481,,,,,,
731,MELISSA CAREY,40,FEMALE,IT,6352,06-03-2020,2,4,ACTIVE,REMOTE,635.2,0.543619955,MID,MIDDLE-AGED,97,2020,529.3333333,731,Project A,Ayush,9.242373472,,,,,,
569,KIMBERLY MONTGOMERY,55,FEMALE,SALES,6345,03-06-2019,2.9,2,ACTIVE,LOS ANGELES,634.5,0.542742542,JUNIOR,MIDDLE-AGED,103,2019,528.75,569,Project C,unknown,6.803589028,,,,,,
927,LAURA STEWART,55,FEMALE,HR,6341,7-31-2023,2.9,13,RETIRED,NEW YORK,634.1,0.542241163,SENIOR,MIDDLE-AGED,100,2023,528.4166667,927,Project D,Prajwal,5.868603389,,,,,,
392,HEATHER JONES,32,FEMALE,HR,6309,3-25-2023,5,5,ACTIVE,LOS ANGELES,630.9,0.538230133,MID,MIDDLE-AGED,101,2023,525.75,392,Project A,Prajwal,5.334335086,,,,,,
611,KERRY SIMON,50,MALE,SALES,6272,1-19-2018,2.9,2,ACTIVE,NEW YORK,627.2,0.533592379,JUNIOR,MIDDLE-AGED,105,2018,522.6666667,611,Project C,unknown,5.574800691,,,,,,
203,ROBERT CAREY,59,FEMALE,IT,6267,01-12-2021,5,6,RETIRED,NEW YORK,626.7,0.532965656,MID,MIDDLE-AGED,98,2021,522.25,203,Project A,Ayush,7.780534406,,,,,,
333,HEATHER ANDERSON,38,FEMALE,SALES,6259,6-13-2016,4,5,ACTIVE,NEW YORK,625.9,0.531962898,MID,MIDDLE-AGED,106,2016,521.5833333,333,Project A,unknown,5.355975371,,,,,,
803,LAWRENCE SMITH,27,MALE,HR,6247,3-20-2024,2,9,ACTIVE,REMOTE,624.7,0.530458762,SENIOR,YOUNG,104,2024,520.5833333,803,Project C,Prajwal,4.29919025,,,,,,
880,SARAH THOMAS,54,MALE,IT,6185,10-29-2016,2.9,2,ACTIVE,NEW YORK,618.5,0.52268739,JUNIOR,MIDDLE-AGED,100,2016,515.4166667,880,Project D,Ayush,6.37028966,,,,,,
670,LINDSEY DAVIS,31,FEMALE,SALES,6174,07-05-2015,2.9,3,RETIRED,NEW YORK,617.4,0.521308599,MID,MIDDLE-AGED,107,2015,514.5,670,Project D,unknown,3.92519443,,,,,,
783,ALEX THOMPSON,54,FEMALE,HR,6145,02-03-2019,3,7,RETIRED,NEW YORK,614.5,0.517673602,MID,MIDDLE-AGED,106,2019,512.0833333,783,Project C,Prajwal,2.596210034,,,,,,
781,ANITA JONES,44,MALE,IT,6141,5-15-2017,3,2,ACTIVE,LOS ANGELES,614.1,0.517172224,JUNIOR,MIDDLE-AGED,102,2017,511.75,781,Project A,Ayush,5.613572968,,,,,,
26,TARA BLACKWELL,30,OTHER,HR,6120,2-20-2020,5,7,ACTIVE,NEW YORK,612,0.514539985,MID,MIDDLE-AGED,107,2020,510,26,Project C,Prajwal,2.178812923,,,,,,
541,JULIE TURNER,53,FEMALE,HR,6092,09-01-2021,2.9,16,ACTIVE,NEW YORK,609.2,0.511030333,SENIOR,MIDDLE-AGED,108,2021,507.6666667,541,Project C,Prajwal,1.711328158,,,,,,
957,DEBRA KNOX,54,OTHER,SALES,6091,1-22-2018,2,12,ACTIVE,REMOTE,609.1,0.510904989,SENIOR,MIDDLE-AGED,109,2018,507.5833333,957,Project B,unknown,2.528078923,,,,,,
768,PAIGE HAYES,27,FEMALE,SALES,6086,06-05-2016,2,2,ACTIVE,REMOTE,608.6,0.510278265,JUNIOR,YOUNG,110,2016,507.1666667,768,Project A,unknown,2.443915339,,,,,,
170,GEORGE BOWERS,24,OTHER,SALES,6041,12-07-2024,2,4,ACTIVE,REMOTE,604.1,0.504637754,MID,YOUNG,111,2024,503.4166667,170,Project D,unknown,1.686443076,,,,,,
487,KAYLA GARCIA,44,FEMALE,SALES,6034,5-27-2020,2.9,9,RETIRED,NEW YORK,603.4,0.503760341,SENIOR,MIDDLE-AGED,112,2020,502.8333333,487,Project A,unknown,1.568614058,,,,,,
168,AMY BELL,56,MALE,IT,6006,10-21-2023,2.9,4,ACTIVE,NEW YORK,600.6,0.500250689,MID,MIDDLE-AGED,104,2023,500.5,168,Project D,Ayush,3.291828569,,,,,,
462,ANNE HERNANDEZ,24,MALE,HR,5998,2-22-2017,2.9,2,RETIRED,NEW YORK,599.8,0.499247932,JUNIOR,YOUNG,109,2017,499.8333333,462,Project B,Prajwal,0.141915018,,,,,,
156,RAYMOND JOHNSON,56,FEMALE,IT,5982,12-03-2016,5,11,RETIRED,NEW YORK,598.2,0.497242417,SENIOR,MIDDLE-AGED,105,2016,498.5,156,Project B,Ayush,2.87907401,,,,,,
267,JARED VILLANUEVA,50,MALE,IT,5970,6-23-2016,2,4,ACTIVE,REMOTE,597,0.49573828,MID,MIDDLE-AGED,106,2016,497.5,267,Project D,Ayush,2.67269673,,,,,,
280,DALTON MOORE,39,FEMALE,IT,5956,4-16-2015,5,16,RETIRED,LOS ANGELES,595.6,0.493983454,SENIOR,MIDDLE-AGED,107,2015,496.3333333,280,Project B,Ayush,2.431923237,,,,,,
4,CHRISTINE WILLIAMS,58,FEMALE,IT,5895,09-08-2017,2,13,RETIRED,REMOTE,589.5,0.486337428,SENIOR,MIDDLE-AGED,109,2017,491.25,4,Project C,Ayush,1.382838731,,,,,,
370,DAWN SANCHEZ,49,OTHER,HR,5850,10-11-2020,2.9,17,RETIRED,NEW YORK,585,0.480696917,SENIOR,MIDDLE-AGED,111,2020,487.5,370,Project C,Prajwal,-2.329075883,,,,,,
48,JAKE JOHNSON,48,OTHER,IT,5848,02-03-2017,3,2,ACTIVE,LOS ANGELES,584.8,0.480446227,JUNIOR,MIDDLE-AGED,110,2017,487.3333333,48,Project C,Ayush,0.574527718,,,,,,
423,JAMES NEWTON,30,MALE,IT,5836,03-05-2023,2.9,11,ACTIVE,NEW YORK,583.6,0.478942091,SENIOR,MIDDLE-AGED,111,2023,486.3333333,423,Project A,Ayush,0.368150438,,,,,,
270,RAY SMITH,31,OTHER,SALES,5819,8-20-2023,2.9,8,RETIRED,LOS ANGELES,581.9,0.476811231,SENIOR,MIDDLE-AGED,116,2023,484.9166667,270,Project D,unknown,-2.050420086,,,,,,
677,CORY ROTH,40,OTHER,IT,5765,9-16-2016,2.9,18,RETIRED,NEW YORK,576.5,0.470042617,SENIOR,MIDDLE-AGED,113,2016,480.4166667,677,Project C,Ayush,-0.852915135,,,,,,
621,HENRY BENNETT,51,OTHER,SALES,5740,9-29-2023,2.9,17,ACTIVE,LOS ANGELES,574,0.466909,SENIOR,MIDDLE-AGED,119,2023,478.3333333,621,Project D,unknown,-3.380204725,,,,,,
930,NATHANIEL CASTILLO DDS,45,OTHER,HR,5730,01-10-2016,2.9,19,RETIRED,LOS ANGELES,573,0.465655553,SENIOR,MIDDLE-AGED,113,2016,477.5,930,Project C,Prajwal,-4.332582019,,,,,,
205,BRIAN HERRERA,29,OTHER,SALES,5703,12-16-2018,2,10,ACTIVE,REMOTE,570.3,0.462271246,SENIOR,YOUNG,120,2018,475.25,205,Project D,unknown,-4.003015252,,,,,,
799,LORI GRAY,49,FEMALE,IT,5690,02-09-2016,2.9,20,ACTIVE,NEW YORK,569,0.460641765,SENIOR,MIDDLE-AGED,115,2016,474.1666667,799,Project D,Ayush,-2.142773134,,,,,,
1,CORY ESCOBAR,48,FEMALE,HR,5641,05-03-2015,2,16,ACTIVE,REMOTE,564.1,0.454499875,SENIOR,MIDDLE-AGED,114,2015,470.0833333,1,Project A,Prajwal,-5.818515736,,,,,,
971,MICHAEL REED,50,MALE,IT,5639,09-07-2015,3,2,RETIRED,NEW YORK,563.9,0.454249185,JUNIOR,MIDDLE-AGED,116,2015,469.9166667,971,Project A,Ayush,-3.019876573,,,,,,
954,RUTH OSBORNE,53,MALE,HR,5616,7-31-2022,4,16,ACTIVE,LOS ANGELES,561.6,0.451366257,SENIOR,MIDDLE-AGED,115,2022,468,954,Project C,Prajwal,-6.235912847,,,,,,
14,BENJAMIN CALLAHAN,34,MALE,IT,5593,6-23-2019,2.9,2,RETIRED,LOS ANGELES,559.3,0.448483329,JUNIOR,MIDDLE-AGED,118,2019,466.0833333,14,Project A,Ayush,-3.810989479,,,,,,
637,TYLER MILLER,54,FEMALE,IT,5589,8-18-2021,2.9,10,RETIRED,LOS ANGELES,558.9,0.44798195,SENIOR,MIDDLE-AGED,119,2021,465.75,637,Project A,Ayush,-3.879781906,,,,,,
80,MARY SINGH,39,OTHER,IT,5562,07-06-2019,2.9,7,RETIRED,NEW YORK,556.2,0.444597644,MID,MIDDLE-AGED,120,2019,463.5,80,Project D,Ayush,-4.344130785,,,,,,
330,TAYLOR LOPEZ,32,MALE,IT,5502,4-13-2021,4,9,ACTIVE,NEW YORK,550.2,0.437076962,SENIOR,MIDDLE-AGED,121,2021,458.5,330,Project D,Ayush,-5.376017185,,,,,,
747,VERONICA BENNETT,51,OTHER,IT,5497,12-26-2021,5,13,RETIRED,LOS ANGELES,549.7,0.436450238,SENIOR,MIDDLE-AGED,122,2021,458.0833333,747,Project B,Ayush,-5.462007718,,,,,,
271,DEREK MORRIS,30,FEMALE,IT,5472,01-07-2024,2.9,6,RETIRED,NEW YORK,547.2,0.433316621,MID,MIDDLE-AGED,123,2024,456,271,Project C,Ayush,-5.891960384,,,,,,
715,MONIQUE DAVIS,22,FEMALE,IT,5449,03-10-2016,3,2,RETIRED,LOS ANGELES,544.9,0.430433693,JUNIOR,YOUNG,124,2016,454.0833333,715,Project C,Ayush,-6.287516838,,,,,,
587,LESLIE HARMON,47,MALE,IT,5440,9-19-2016,2.9,11,RETIRED,NEW YORK,544,0.42930559,SENIOR,MIDDLE-AGED,125,2016,453.3333333,587,Project D,Ayush,-6.442299797,,,,,,
436,JASON ROBERTSON,37,MALE,HR,5439,6-23-2016,2,14,ACTIVE,REMOTE,543.9,0.429180246,SENIOR,MIDDLE-AGED,121,2016,453.25,436,Project C,Prajwal,-9.191084398,,,,,,
999,ASHLEY TAYLOR,51,FEMALE,IT,5437,2-18-2022,4,9,RETIRED,LOS ANGELES,543.7,0.428929556,SENIOR,MIDDLE-AGED,126,2022,453.0833333,999,Project D,Ayush,-6.493894117,,,,,,
24,MARISSA STEWART,31,FEMALE,HR,5386,1-30-2021,2.9,3,ACTIVE,LOS ANGELES,538.6,0.422536977,MID,MIDDLE-AGED,122,2021,448.8333333,24,Project C,Prajwal,-10.07596627,,,,,,
426,RYAN MUNOZ,45,MALE,SALES,5367,04-02-2023,2.9,13,RETIRED,LOS ANGELES,536.7,0.420155427,SENIOR,MIDDLE-AGED,125,2023,447.25,426,Project D,unknown,-9.658808146,,,,,,
11,NICOLE BELL,42,FEMALE,SALES,5336,1-28-2015,3,7,ACTIVE,LOS ANGELES,533.6,0.416269742,MID,MIDDLE-AGED,126,2015,444.6666667,11,Project C,unknown,-10.18062237,,,,,,
442,MICHELE RUIZ,53,OTHER,IT,5333,01-05-2023,2.9,19,ACTIVE,NEW YORK,533.3,0.415893708,SENIOR,MIDDLE-AGED,128,2023,444.4166667,442,Project A,Ayush,-8.282497209,,,,,,
914,MEGAN WOODS,56,OTHER,IT,5322,10-10-2022,2.9,6,ACTIVE,LOS ANGELES,532.2,0.414514916,MID,MIDDLE-AGED,129,2022,443.5,914,Project A,Ayush,-8.471676383,,,,,,
728,TAMMY DIXON,60,MALE,HR,5312,9-29-2021,2.9,8,ACTIVE,LOS ANGELES,531.2,0.413261469,SENIOR,SENIOR,123,2021,442.6666667,728,Project A,Prajwal,-11.31146172,,,,,,
124,AMBER PITTMAN,24,FEMALE,SALES,5287,03-08-2018,2,2,ACTIVE,REMOTE,528.7,0.410127852,JUNIOR,YOUNG,127,2018,440.5833333,124,Project D,unknown,-11.0054255,,,,,,
873,KIMBERLY MILLER,52,MALE,SALES,5282,10-22-2022,4,5,RETIRED,LOS ANGELES,528.2,0.409501128,MID,MIDDLE-AGED,128,2022,440.1666667,873,Project C,unknown,-11.08958909,,,,,,
607,CHRISTOPHER KNAPP,54,MALE,HR,5240,7-13-2016,2.9,12,RETIRED,NEW YORK,524,0.404236651,SENIOR,MIDDLE-AGED,126,2016,436.6666667,607,Project D,Prajwal,-12.51356541,,,,,,
721,SHANNON JACKSON,49,FEMALE,IT,5126,7-24-2015,4,13,RETIRED,LOS ANGELES,512.6,0.389947355,SENIOR,MIDDLE-AGED,134,2015,427.1666667,721,Project B,Ayush,-11.84250529,,,,,,
922,RACHEL SPENCER,52,OTHER,IT,5090,12-26-2015,2.9,9,ACTIVE,LOS ANGELES,509,0.385434946,SENIOR,MIDDLE-AGED,138,2015,424.1666667,922,Project D,Ayush,-12.46163713,,,,,,
655,ELIZABETH JOHNSTON,59,OTHER,HR,5042,4-18-2018,2,13,RETIRED,REMOTE,504.2,0.379418401,SENIOR,MIDDLE-AGED,128,2018,420.1666667,655,Project B,Prajwal,-15.81935053,,,,,,
